Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,24.4290570649122,24.0058814423072,24.2773944936602,23.153056135905,22.0541072112108,21.782123219335,23.7195923321304,24.052388220108,23.3112183791703,24.8629996830119
Argentina,ARG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,22.3148806733049,23.9487984162746,40.2829716315506,26.5799916024707,41.1193799882279,26.0063792819079,42.0336689575031,50.9214987087306,39.8912174304965,54.0727640166505
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.598,75.756,75.913,76.068,76.221,76.372,76.52,76.667,76.813,..
Argentina,ARG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,27.0990432264413,27.2460417167365,25.4864119079835,19.6703052646326,20.4045915355847,19.5114056862345,24.2488972103555,25.2286553272719,24.9589931837227,28.71253221286
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.784824721019786,0.837736430159436,0.878100919364039,0.850128583186764,0.813140077928875,0.856137916373543,0.745498854953045,0.706186670516138,0.761486737293151,..
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,154.059023,159.6394613,143.6158316,143.566834,146.4538276,140.8771235,132.0931513,125.842106,121.1703997,..
Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,13.3,12.7,12.1,11.5,10.9,10.3,9.7,9.1,8.6,..
Argentina,ARG,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,167.1272495,156.4980784,153.2871405,146.3443414,155.244929,150.7457768,152.5529498,151.2264533,152.1617937,..
Argentina,ARG,Net migration,SM.POP.NETM,30000,..,..,..,..,24000,..,..,..,..
Argentina,ARG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,177750000,34729999.5422363,48790000.9155273,-18870000.8392334,2619999.88555908,-1169999.95708466,73110000.6103516,8810000.4196167,101279998.779297,..
Argentina,ARG,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,577532962.100773,535004409.367289,505346891.730357,494433532.139966,391579047.663514,479937459.808431,522441503.008565,561398444.719758,651020615.830325,..
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,15.2495426957383,15.421160233713,15.5916453818299,15.7606327351655,15.9281350828921,16.0941907925267,16.2585100979651,16.4208266190179,16.580892611147,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989
Argentina,ARG,"Population, total",SP.POP.TOTL,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712,45376763,45808747
Argentina,ARG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.6,0.6,0.6,..,0.7,0.4,0.8,0.8,1.1,..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,30.3,25.7,32,35.5,42,..
Argentina,ARG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Argentina,ARG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,2,..,..,..
Argentina,ARG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,103.352249145508,101.645011901855,103.106437683105,102.973739624023,103.893569946289,99.962760925293,98.7062530517578,98.5472412109375,..,..
Argentina,ARG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,21.182234604867,21.5652829643596,22.3322943705014,22.1490803040164,21.2567013071388,19.3371239744582,17.7024483876111,18.5267736751921,17.305943162042,..
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,114.227172851563,112.011947631836,111.459671020508,111.303413391113,110.739181518555,109.74146270752,109.659172058105,109.516296386719,..,..
Argentina,ARG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.03461003303528,1.03136003017426,1.03122997283936,1.02838003635406,1.02081000804901,1.01962995529175,1.02131998538971,1.02056002616882,..,..
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.47647857666,105.041412353516,106.03556060791,106.946472167969,108.462333679199,108.733596801758,107.647277832031,108.230842590332,..,..
Argentina,ARG,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,85.5555555555555,76.6666666666667,83.3333333333333,95.5555666666667,88.8889,85.5555666666667,81.1111,80,78.8889,..
Argentina,ARG,Surface area (sq. km),AG.SRF.TOTL.K2,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,..
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.9528415127413,12.4529027558077,12.6109666067191,12.3365069418291,12.0972836411962,10.939623860491,9.99239008384335,10.4759215719336,10.758498148152,..
Argentina,ARG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,7.52859334896618,7.40512875012761,7.40512875012761,9.39316463470459,9.39797592163086,9.39797592163086
Argentina,ARG,Time required to start a business (days),IC.REG.DURS,24.5,24.5,24.5,24.5,24.5,24.5,11,11.5,..,..
Argentina,ARG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,14.0601320892901,17.144794973003,20.1697253607257,24.733642858859,34.9283398192354,51.7302547597257,51.5485855961066,50.8588557905061,41.086628253414,..
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1.28077370283392,1.25948243003778,1.2396386789085,1.21579706300955,1.19260291906809,1.17019595911431,1.14760215897919,1.12501972603644,1.10041505272326,1.07551503856124
Australia,AUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,12.302,12.1846,12.0672,11.9498,11.8324,11.715,11.3258,10.9366,10.5474,..
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.26809636459164,2.28571763293922,2.22094606810034,2.37609867379823,2.40423129264832,2.70247380513086,2.45780397255264,2.11686400565607,2.00609228488954,2.26762328193865
Australia,AUS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,3.22520325203252,..,..,..,..,2.16070325203252,2.35449390243902,..,..,..
Australia,AUS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.2,99,99.8,98.8,98.8,99.4,98.7,98.8,..,..
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,17.0220422280855,16.4423157091219,15.8304215213482,15.863288004258,15.914657116179,15.818316324949,15.4935292521053,15.2382671504147,..,..
Australia,AUS,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,67.8,..,..,..,66.9,..,..,..,..,..
Australia,AUS,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10407.7403070759,10220.8873013463,10071.3989785006,..,..,..,..,..,..,..
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5575.28709327857,5468.39136879598,5334.68167873774,5483.81640154023,..,..,..,..,..,..
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,21.5046766110772,19.9862800968984,21.0969545582786,20.0692825992002,19.2698631393026,21.2253185048263,21.8697129487245,24.1697272878614,23.9838535266898,22.1821858626712
Australia,AUS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.92,1.855,1.826,1.814,1.752,1.741,1.74,1.657,1.581,..
Australia,AUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,57550426822.6138,54465480054.6771,63202728079.4529,46892808567.8516,42969505135.1666,48198614234.959,61324623202.6662,39101199005.419,18700681395.2744,..
Australia,AUS,Forest area (sq. km),AG.LND.FRST.K2,1309654.6,1316751.4,1323848.2,1330945,1340372,1340174,1340051,1340051,1340051,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1546508558465.66,1576335282651.07,1467504819608.92,1350534154255.76,1206685107002.47,1326882872011.46,1428529571351.06,1391952510370.48,1327836171068.51,1542659899992.54
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.91736246328504,2.60021188065653,2.56293152083389,2.17220475337416,2.74164306864724,2.29592694694063,2.87097248021668,2.11314942462376,-0.00383655856659004,1.47516288330458
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,60260,66050,65180,60490,54090,51480,53070,54910,53680,56760
Australia,AUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,41530,44760,45660,45310,46140,47090,48600,50090,52230,55290
Australia,AUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1369868613394.82,1527654488982.81,1530045767201.32,1440558868614.77,1308400113510.57,1266616319836.39,1325914770574.33,1392852404069.98,1379109792024.02,1461068135989.44
Australia,AUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,944215204708.739,1035326644659.78,1071830492347.96,1079078992814.64,1116256457925.91,1158384166253.26,1214142653408.62,1270627091643.14,1341876157064.03,1423004088315.4
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.7300900651018,27.8843362703992,26.7355539666186,26.2831542742238,25.4134534644674,24.1007574543259,24.5555214314473,23.2871996497841,22.2689470161031,22.6819899274798
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,17.280311836908,18.002456769952,18.9827747135843,19.6853148062394,20.6098142987135,17.7019817955443,18.1769206501674,21.3110314867884,21.4872210101152,..
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,94,94,95,95,94,94,94,93,93
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.6727652413249,21.289801061405,21.3759568810043,21.5563387787263,21.5478988311826,20.714437559185,21.5125131175846,21.6753124505454,20.0556726199551,17.8347951872512
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,..,..,7.4,..,7.4,..,7.3,..,..,..
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.3911817810861,25.1982812371864,25.5798212508437,23.6953758824352,22.3275125713017,23.4671582218979,24.1399368185503,25.3279677406758,25.4620958711998,25.4955708970929
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.78912996440673,-0.152591540025981,1.44182452992179,-0.61654239981722,-0.597558624754228,3.74509003702453,1.83015529797454,3.41878591584748,1.78365535795395,2.83186747638287
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,82.9,83.2,..
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,33.4699085347152,31.4096249350778,32.5264349133247,29.3354298927986,32.2184302883919,34.6610096264794,34.474890116151,35.3869112868585,34.8421748164692,39.2087069873876
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.671015795455,1.63972058115549,1.77223385667728,1.95102786259565,2.08368922475255,1.99757726645313,1.89062224595723,1.87974326651011,2.06304277734412,..
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,106.2611564,107.2461548,106.2025331,107.6778349,109.4312952,108.4417819,111.012255,109.2520084,107.6593133,..
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.3,4.1,4,3.9,3.8,3.8,3.7,3.7,3.7,..
Australia,AUS,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,181.8145129,176.8117884,164.9852955,148.1965091,147.9984555,172.4928872,175.7199208,192.9905599,194.4375285,..
Australia,AUS,Net migration,SM.POP.NETM,989375,..,..,..,..,791229,..,..,..,..
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2405316866.64118,2442450025.17865,2329656676.96023,2174651380.40477,2056844753.41069,2001928453.24729,1861417361.33186,1752198311.23879,1186972699.81091,..
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2.95920036968095,3.01057352615753,3.05581479504836,3.10011259648803,3.14493553058884,3.19836141871706,3.24787091037205,3.29767018286484,3.34024963533636,..
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.68452310845434,1.53610551570388,1.52165367749095,1.28293313733698,0.178832417987611
Australia,AUS,"Population, total",SP.POP.TOTL,22733465,23128129,23475686,23815995,24190907,24601860,24982688,25365745,25693267,25739256
Australia,AUS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,0.5,..,0.5,..,0.5,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Australia,AUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,23.4493973879254,24.4660757822883,24.37516929373,24.5232431846339,24.8656608016678,24.8182530236217,25.8308165296216,26.0911876717425,25.292775987876,..
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.984451293945,105.993850708008,105.457092285156,101.599906921387,100.744407653809,100.338981628418,100.160591125488,99.7271499633789,99.0216064453125,..
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,0.925260007381439,0.925170004367828,0.937539994716644,0.968850016593933,0.964070022106171,0.979290008544922,..
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,157.167663574219,153.013198852539,150.311477661133,132.772888183594,140.646041870117,134.45051574707,..
Australia,AUS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Surface area (sq. km),AG.SRF.TOTL.K2,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.1122253307766,21.9560103979683,21.908563557167,21.8842698435874,22.2743077338841,22.0857675207496,23.1935173358308,23.4177085110275,22.5960261824879,..
Australia,AUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,28.5918417236676,29.7087937305528,29.7087937305528,29.7087917327881,30.395528793335,32.1204147338867
Australia,AUS,Time required to start a business (days),IC.REG.DURS,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,..,..
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,1.86533013697943,1.83817579922612,1.60845510176755,1.55480059894141,1.67739012761928,1.80566369778429,1.66174925937128,1.65178048674511,1.41869082652799,0.319039154598807
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,64.053,63.0646,62.0762,61.0878,60.0994,59.111,57.8858,56.6606,55.4354,..
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.16832822291464,4.50688618159962,4.32561053783429,4.31914942823679,4.8913535874273,4.60059169443834,4.42039930371976,4.20501409511746,5.89324626620754,6.89128329189148
Brazil,BRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.23406641936054,..,..,..,..,1.16021904257198,1.14131778837661,..,..,..
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99,98,98.4,98.2,98.6,98.7,98.8,99.1,..,..
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.2792723330614,2.42165696102668,2.52323213718715,2.37362850846258,2.16857469639112,2.19641817319378,2.07185467654344,2.05781083913756,..,..
Brazil,BRA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,80.2,..,..,..,..,..,..,..,..
Brazil,BRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2501.47410302509,2568.82969521703,2619.96049944708,..,..,..,..,..,..,..
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1413.73338546845,1461.07677362945,1495.5411407278,..,..,..,..,..,..,..
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,11.8775390682698,11.7422306424698,11.0119428229537,12.9001914182073,12.466679044149,12.518967870078,14.6349994949752,14.122919190471,16.795068432705,20.0972752064931
Brazil,BRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,440515187632.7,483765362833.9,556919631071.7,543397356309.8,543257228545.3,543000326110.9,557742529191.2,568645874141.1,549234311520.2,..
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.771,1.764,1.758,1.753,1.747,1.739,1.73,1.719,1.706,..
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,92568388321.34,75211029129.4,87713983217.24,64738153494.44,74294627801.19,68885491315.23,78162724370.35,69174411753.43,37786286307.45,..
Brazil,BRA,Forest area (sq. km),AG.LND.FRST.K2,5085023.4,5069631.6,5054239.8,5038848,5020821,5000916,4990514,4977985,4966196,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2465228293894.01,2472819362216.69,2456043766028.73,1802211999538.68,1795693265810.23,2063514688761.98,1916933708381.89,1873288158977.23,1448565936739.56,1608981220812.2
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.92117598509462,3.0048226702888,0.503955740273241,-3.54576339347278,-3.2759169063211,1.32286905390815,1.78366676137003,1.22077782271943,-3.87867633425788,4.61942162064217
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,12300,12770,12100,10170,8910,8680,9140,9220,7800,7720
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,14660,15350,15400,14430,13930,14220,14560,14890,14440,15550
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2451392460592.92,2567808376488.53,2453276593258.21,2079505064752.43,1836383558835.28,1804395066246.61,1914361514296.34,1945590946688.26,1658193642284.28,1651061570257.66
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2920839502234.32,3086389307449.59,3123015136592.72,2951296604168.49,2871099078825.9,2955553341209.78,3049414842796.56,3142221340901.47,3069856908133.11,3328104982743.02
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.4172253821104,21.6937669581909,20.5484107687266,17.4116258675595,14.9695469663784,14.6255875996813,15.0950416280749,15.5167908262957,15.9306220546893,18.9197501560449
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,11.8872134858773,11.9697169747326,12.3710554094289,14.4857149469433,15.9999586731445,14.3117190455638,14.7439121043653,14.0664586248181,11.3500476013359,..
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,98,97,96,95,91,92,91,79,73
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,13.2367345446598,14.0437266829254,13.6734629959802,14.0534345183566,12.067003036465,11.8007665043122,14.241203878622,14.7673386789991,16.0953836720361,19.0788469417033
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,3.4,3.5,3.6,3.6,3.3,3.2,3.1,3.1,4.5,..
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.1336473661474,21.224809951341,20.4724627525642,19.3600439763687,18.3547582818562,18.1885023126814,18.749051454678,18.7546275757344,17.7016526357078,18.8581281526471
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.94312694206415,7.50456453204858,7.84670974349484,7.56617501293937,8.10360435702502,3.67138451288938,4.49353433164119,4.22425886990692,5.14022239700186,11.0963704321972
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.209,74.483,74.745,74.994,75.23,75.456,75.672,75.881,76.084,..
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,19.2824738048555,19.6062036478633,18.7979549218912,20.3772919109408,18.0862737631006,18.4560353301139,22.1567390746402,22.1156044794621,25.9232935468035,32.0392179431266
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.37865646470437,1.32944608407492,1.330244423168,1.36551715396161,1.34797541299482,1.41448561149999,1.49420335261882,1.40798851592398,1.43916822562215,..
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,124.6058852,134.8514284,138.4511833,126.0879559,118.3855945,106.4644877,99.9717023,95.71649455,96.83635,..
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,17.2,16.7,16.3,15.9,16.7,15.4,15.2,14.9,14.7,..
Brazil,BRA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,129.3069759,125.7597432,121.4837064,107.3474416,109.9276522,116.2341709,114.7659498,114.945085,115.6160679,..
Brazil,BRA,Net migration,SM.POP.NETM,15924,..,..,..,..,106000,..,..,..,..
Brazil,BRA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1288520019.53125,1155729980.46875,914150024.414063,1003190002.44141,674630004.882813,273890014.648438,444450012.207031,272399993.896484,612429992.675781,..
